age,job,marital,education,balance,housing,loan,deposit
29,entrepreneur,single,secondary,404,no,no,no
52,management,divorced,tertiary,907,yes,no,no
26,technician,married,secondary,18,yes,yes,no
31,blue-collar,single,primary,-495,yes,no,no
55,services,married,unknown,1210,yes,no,no
35,services,married,secondary,819,yes,no,no
56,management,divorced,tertiary,442,no,no,no
28,blue-collar,single,secondary,-46,yes,no,yes
27,student,single,secondary,671,yes,no,no
30,technician,married,secondary,371,no,no,no
51,technician,married,tertiary,-3,no,no,no
33,management,married,secondary,11,yes,no,no
32,blue-collar,single,secondary,33,yes,no,no
43,entrepreneur,married,secondary,104,yes,no,yes
46,blue-collar,married,primary,174,no,yes,no
32,management,married,tertiary,3107,yes,yes,no
40,services,married,secondary,1438,yes,no,no
39,blue-collar,married,secondary,1367,no,no,no
51,blue-collar,married,primary,-11,no,no,no
46,admin.,single,secondary,1693,yes,no,no
43,blue-collar,married,primary,778,yes,yes,no
36,technician,married,tertiary,837,no,no,no
48,management,married,tertiary,363,no,no,no
26,admin.,single,secondary,236,yes,yes,no
39,admin.,single,unknown,0,yes,no,no
47,management,married,tertiary,-50,no,yes,no
23,entrepreneur,single,primary,4,yes,no,yes
54,management,divorced,tertiary,26306,yes,no,no
38,admin.,married,secondary,46,yes,yes,no
33,technician,married,secondary,575,no,yes,no
35,admin.,divorced,secondary,148,no,yes,no
52,services,married,secondary,431,no,no,no
25,technician,single,tertiary,777,yes,no,no
29,management,married,tertiary,199,yes,yes,yes
35,technician,single,tertiary,3552,no,no,no
49,services,married,secondary,47,no,no,no
41,admin.,divorced,secondary,3823,no,no,no
32,management,married,tertiary,138,no,no,no
29,admin.,single,secondary,1117,yes,no,no
28,blue-collar,married,secondary,1325,yes,no,no
59,retired,married,secondary,0,no,no,no
34,entrepreneur,married,tertiary,4343,no,no,no
55,management,divorced,tertiary,1598,no,no,no
34,management,married,tertiary,3301,yes,no,yes
24,student,single,secondary,822,no,no,yes
42,technician,divorced,secondary,-280,yes,no,no
34,management,single,unknown,1534,yes,no,no
34,admin.,married,secondary,1671,no,no,no
51,self-employed,married,tertiary,2007,no,no,no
58,blue-collar,married,primary,0,yes,no,no
44,technician,married,secondary,2776,yes,no,yes
33,blue-collar,married,secondary,139,yes,yes,yes
34,management,married,tertiary,573,no,no,no
34,admin.,married,secondary,475,yes,no,no
42,blue-collar,divorced,secondary,47,yes,yes,no
46,management,single,tertiary,2154,yes,no,no
31,self-employed,single,tertiary,96,no,no,no
39,entrepreneur,married,tertiary,83,yes,no,no
34,management,single,tertiary,6766,no,no,no
47,technician,married,secondary,3973,no,no,no
42,services,divorced,secondary,372,yes,yes,no
48,blue-collar,single,secondary,-552,no,yes,no
30,self-employed,single,tertiary,48,no,no,no
38,technician,married,secondary,7696,yes,no,no
24,services,married,secondary,4500,yes,no,yes
34,technician,married,secondary,1,yes,no,no
46,management,single,tertiary,46,no,yes,no
32,admin.,divorced,secondary,-18,yes,no,no
46,services,married,secondary,451,yes,yes,no
26,self-employed,married,tertiary,479,yes,no,no
42,blue-collar,married,secondary,0,yes,no,no
50,technician,married,secondary,1130,yes,no,no
41,blue-collar,married,primary,389,yes,no,no
34,admin.,single,secondary,10,no,yes,no
32,services,married,secondary,401,yes,no,no
58,housemaid,single,tertiary,145,yes,yes,no
45,technician,married,secondary,115,yes,no,no
28,admin.,single,secondary,89,yes,yes,no
35,technician,married,secondary,94,yes,yes,no
39,services,married,secondary,1438,yes,no,no
49,unemployed,divorced,tertiary,780,no,no,no
50,management,married,tertiary,207,yes,no,no
37,management,married,tertiary,238,no,no,yes
45,blue-collar,married,primary,2433,no,no,no
30,housemaid,single,secondary,1924,no,no,no
48,unemployed,married,tertiary,-471,yes,no,no
36,management,single,tertiary,1531,yes,no,no
41,management,single,secondary,764,no,no,no
55,blue-collar,married,secondary,383,no,no,no
70,retired,married,primary,3782,no,no,no
41,management,married,tertiary,326,yes,no,yes
47,services,divorced,secondary,691,no,no,no
34,technician,single,secondary,0,no,no,no
33,management,single,tertiary,99,no,no,no
58,retired,married,secondary,502,yes,no,no
51,management,married,tertiary,-15,no,no,no
45,management,married,tertiary,1929,yes,no,no
55,admin.,married,secondary,0,no,no,no
30,blue-collar,single,primary,185,no,no,no
33,management,single,secondary,-424,yes,no,no
27,services,single,secondary,0,yes,no,no
59,retired,married,secondary,319,yes,no,no
34,management,single,tertiary,171,yes,no,no
47,technician,divorced,tertiary,-1148,yes,yes,no
44,blue-collar,married,primary,-11,yes,no,no
35,admin.,single,secondary,0,yes,no,yes
45,management,married,tertiary,-206,yes,no,no
42,blue-collar,married,primary,704,yes,yes,no
38,technician,married,secondary,1931,no,no,no
34,technician,single,secondary,943,no,no,no
35,technician,married,secondary,327,yes,no,no
29,management,single,secondary,-105,yes,no,no
58,retired,married,secondary,983,no,no,no
44,blue-collar,single,primary,787,yes,no,no
45,entrepreneur,married,tertiary,0,yes,no,no
43,blue-collar,married,secondary,3060,yes,no,no
44,services,married,secondary,5780,yes,no,no
30,technician,single,secondary,790,no,no,no
38,unemployed,married,tertiary,1449,no,no,no
50,technician,married,secondary,1412,no,no,no
21,student,single,secondary,681,no,no,no
38,entrepreneur,married,tertiary,228,yes,no,no
42,admin.,married,secondary,0,no,no,no
45,technician,single,tertiary,2087,no,no,no
34,entrepreneur,married,secondary,2,yes,yes,no
48,technician,married,secondary,197,no,yes,no
34,services,married,secondary,0,no,yes,no
32,blue-collar,married,secondary,1905,yes,no,yes
35,technician,married,tertiary,118,no,no,no
39,entrepreneur,married,tertiary,2644,yes,no,no
36,self-employed,married,tertiary,16430,yes,no,no
35,technician,married,secondary,13,no,no,no
57,services,divorced,secondary,14,no,yes,no
28,technician,single,secondary,769,yes,no,no
43,admin.,married,unknown,3485,no,no,no
57,management,married,secondary,139,no,no,no
34,services,divorced,secondary,202,yes,no,no
36,technician,married,tertiary,6,yes,no,no
47,management,divorced,tertiary,2515,no,no,no
36,management,divorced,tertiary,5195,yes,no,no
33,management,married,tertiary,2098,no,no,no
57,management,married,tertiary,320,no,no,no
57,management,married,tertiary,3431,yes,no,no
34,admin.,married,secondary,50,yes,no,no
51,housemaid,divorced,tertiary,370,yes,no,no
54,blue-collar,divorced,primary,-182,no,no,no
52,self-employed,single,tertiary,1623,yes,no,no
43,entrepreneur,married,tertiary,13342,yes,no,no
58,retired,single,primary,6570,no,no,no
53,admin.,married,secondary,225,yes,no,no
44,management,married,secondary,-665,no,no,no
29,management,single,tertiary,0,no,no,no
27,services,single,secondary,54,yes,no,yes
35,blue-collar,married,primary,46,no,no,no
40,self-employed,married,secondary,2,no,no,no
34,blue-collar,married,secondary,103,yes,yes,no
38,admin.,single,secondary,883,yes,no,no
32,services,married,secondary,55,yes,no,no
41,admin.,married,secondary,8238,yes,yes,no
25,blue-collar,single,secondary,913,yes,no,no
38,blue-collar,divorced,secondary,595,yes,no,no
26,technician,single,secondary,7,yes,no,no
37,technician,single,tertiary,1661,no,no,no
30,management,married,tertiary,102,yes,no,yes
36,services,married,secondary,338,no,no,no
33,management,married,secondary,3132,yes,no,no
33,admin.,single,tertiary,490,yes,no,no
35,management,married,tertiary,2682,yes,no,no
24,services,married,tertiary,0,yes,no,no
29,unemployed,married,secondary,596,no,no,no
54,blue-collar,married,secondary,2059,yes,no,no
27,admin.,married,secondary,132,no,no,no
34,management,married,secondary,0,no,no,no
39,blue-collar,married,primary,385,yes,no,no
38,management,married,tertiary,223,no,no,no
37,management,married,tertiary,0,yes,no,no
26,services,single,secondary,512,yes,yes,no
36,entrepreneur,married,tertiary,1169,yes,no,no
35,management,single,tertiary,71,yes,no,no
30,management,single,tertiary,940,no,no,no
25,technician,single,secondary,-80,yes,yes,no
34,technician,married,secondary,0,yes,no,no
52,unknown,married,unknown,1317,no,no,no
39,admin.,married,secondary,179,no,no,no
34,management,married,secondary,1007,yes,no,no
34,management,single,secondary,0,no,no,no
30,services,married,secondary,1286,yes,yes,no
33,services,married,secondary,804,yes,yes,no
30,student,single,secondary,4,no,no,no
51,blue-collar,married,primary,0,yes,no,no
36,services,single,secondary,417,yes,no,no
48,blue-collar,married,primary,1678,no,no,no
37,services,divorced,secondary,532,yes,no,no
58,management,married,secondary,407,yes,no,no
56,management,divorced,tertiary,659,no,yes,no
34,blue-collar,married,secondary,393,yes,no,no
33,admin.,divorced,secondary,661,yes,no,no
26,services,single,secondary,0,no,no,no
40,management,single,unknown,838,yes,no,no
35,services,married,secondary,195,yes,no,no
45,entrepreneur,married,secondary,68,yes,no,no
37,technician,single,secondary,-242,yes,no,yes
35,management,divorced,tertiary,321,yes,no,no
43,services,single,secondary,3403,yes,no,yes
28,blue-collar,married,secondary,8,yes,no,no
32,blue-collar,divorced,secondary,739,yes,no,no
26,unemployed,single,secondary,622,no,no,yes
35,services,married,secondary,152,yes,no,yes
35,technician,single,secondary,2,no,no,no
39,blue-collar,married,secondary,1439,yes,no,no
42,blue-collar,divorced,secondary,1491,yes,no,no
32,technician,single,secondary,6402,yes,no,no
30,unemployed,married,secondary,1210,no,no,no
26,management,single,tertiary,122,no,yes,no
30,student,single,secondary,0,yes,no,no
32,management,married,tertiary,62,yes,no,no
47,services,married,secondary,3333,yes,yes,no
33,technician,married,tertiary,16992,yes,no,no
57,blue-collar,married,primary,23,yes,no,no
35,admin.,married,secondary,0,yes,no,no
53,technician,married,tertiary,6072,no,yes,no
24,retired,single,secondary,366,no,yes,no
54,management,divorced,tertiary,0,no,yes,no
31,management,married,tertiary,1343,yes,yes,no
41,entrepreneur,married,secondary,2105,yes,no,no
44,unknown,married,secondary,2319,no,no,no
35,services,single,secondary,35,yes,no,no
30,management,married,tertiary,877,no,no,no
43,blue-collar,single,primary,30,yes,no,no
51,entrepreneur,married,secondary,-2082,no,yes,no
60,retired,married,secondary,89,no,no,no
43,self-employed,married,secondary,104,no,no,no
31,management,married,tertiary,1750,yes,no,no
56,management,married,primary,772,yes,no,no
42,technician,married,secondary,1048,yes,no,no
52,entrepreneur,married,primary,592,no,no,no
40,technician,married,secondary,0,yes,yes,no
36,services,married,secondary,3064,yes,no,no
40,services,married,primary,33,no,no,no
46,blue-collar,married,secondary,0,yes,no,no
32,admin.,single,secondary,1649,no,no,no
31,housemaid,single,tertiary,287,yes,no,no
41,technician,divorced,secondary,0,yes,no,no
58,housemaid,married,primary,419,no,yes,no
36,services,married,secondary,257,yes,no,no
52,technician,married,secondary,118,no,no,no
42,management,married,tertiary,251,no,no,no
32,management,single,tertiary,1731,yes,yes,no
62,management,married,tertiary,0,no,no,no
31,technician,single,tertiary,23,no,no,no
41,blue-collar,single,secondary,-386,no,yes,yes
34,self-employed,married,tertiary,5498,no,no,no
44,management,single,tertiary,5063,no,no,yes
42,blue-collar,married,primary,7041,yes,no,no
37,entrepreneur,single,secondary,654,no,no,no
47,management,married,tertiary,1890,no,no,no
32,unemployed,married,secondary,2400,yes,yes,no
46,blue-collar,married,secondary,519,yes,no,no
39,technician,single,tertiary,1190,no,no,no
28,services,single,secondary,229,yes,no,no
26,student,single,secondary,203,no,no,no
52,technician,married,secondary,1818,no,yes,no
42,unemployed,married,secondary,1289,no,no,yes
33,technician,divorced,tertiary,39,no,no,no
73,retired,married,primary,796,no,no,yes
35,admin.,single,secondary,57,no,yes,no
40,management,married,tertiary,1548,yes,no,no
51,technician,married,secondary,117,no,no,yes
37,admin.,single,secondary,0,yes,no,no
39,management,married,tertiary,691,yes,yes,no
28,blue-collar,married,secondary,64,yes,no,no
49,technician,divorced,tertiary,0,yes,no,no
36,admin.,married,secondary,957,yes,no,no
45,technician,married,secondary,118,yes,no,no
29,technician,single,tertiary,218,yes,no,no
35,management,married,secondary,724,yes,no,yes
35,housemaid,married,tertiary,20,yes,yes,no
30,blue-collar,married,secondary,-28,yes,no,no
46,blue-collar,married,primary,665,no,no,no
25,student,single,tertiary,5,no,no,no
36,management,married,tertiary,925,no,no,yes
42,blue-collar,married,primary,2519,yes,no,no
57,admin.,married,secondary,3927,no,no,no
42,management,divorced,tertiary,401,yes,no,no
29,management,married,tertiary,581,yes,yes,no
36,technician,married,tertiary,1327,no,no,no
31,unemployed,married,secondary,3242,no,no,no
59,technician,married,primary,3163,yes,no,no
50,unemployed,divorced,secondary,32,no,no,no
47,admin.,married,secondary,310,yes,yes,no
46,housemaid,married,primary,0,no,no,no
26,blue-collar,single,primary,155,yes,no,no
31,services,single,secondary,11386,yes,no,no
30,services,married,tertiary,1380,yes,no,no
47,blue-collar,single,unknown,2443,no,no,no
23,technician,single,tertiary,1129,yes,no,yes
44,unemployed,single,primary,4232,no,no,no
42,self-employed,married,secondary,5564,no,no,no
32,services,single,secondary,-402,yes,no,no
28,admin.,single,secondary,1323,yes,no,no
57,retired,married,primary,1623,yes,yes,no
38,technician,married,tertiary,1042,yes,no,no
22,student,single,secondary,2488,no,no,yes
54,admin.,married,secondary,865,yes,no,no
32,technician,married,tertiary,-1053,yes,no,no
32,management,married,tertiary,1667,yes,no,no
59,admin.,divorced,secondary,975,yes,no,no
45,technician,married,secondary,2571,no,no,no
53,unknown,married,primary,732,no,no,yes
50,admin.,divorced,secondary,769,no,no,no
34,technician,married,secondary,-136,yes,yes,no
35,admin.,divorced,secondary,3636,no,yes,yes
30,management,married,tertiary,931,no,no,no
62,housemaid,married,secondary,565,no,no,no
40,blue-collar,married,secondary,271,yes,no,no
26,self-employed,single,tertiary,1153,no,no,no
34,management,married,tertiary,-73,yes,no,no
50,unknown,married,unknown,558,no,no,yes
31,unknown,divorced,tertiary,137,no,no,no
35,technician,married,secondary,700,yes,no,no
55,retired,married,primary,-966,no,yes,no
34,admin.,married,secondary,96,no,no,no
58,retired,married,primary,4007,no,no,no
50,management,single,tertiary,567,yes,no,no
31,technician,single,secondary,40,no,no,no
47,admin.,divorced,secondary,136,no,yes,no
38,self-employed,single,tertiary,917,yes,no,no
46,management,single,tertiary,593,yes,no,no
42,blue-collar,married,primary,505,yes,no,no
34,blue-collar,married,secondary,2542,yes,no,no
37,management,married,tertiary,5355,no,no,yes
38,student,single,tertiary,807,no,no,no
59,retired,married,secondary,9976,yes,no,no
32,admin.,married,secondary,0,no,no,no
55,management,married,tertiary,540,no,no,no
35,blue-collar,married,secondary,280,yes,yes,no
56,management,divorced,tertiary,-59,no,yes,no
27,admin.,married,secondary,-517,yes,no,no
42,unemployed,single,secondary,2613,yes,no,no
42,student,married,unknown,-7,no,no,no
41,blue-collar,married,primary,0,yes,no,no
53,retired,divorced,secondary,-200,no,yes,no
67,retired,married,primary,2301,no,no,no
53,housemaid,married,primary,104,no,yes,yes
33,blue-collar,married,primary,191,yes,no,no
31,technician,single,unknown,694,yes,no,no
31,admin.,married,secondary,212,yes,no,no
30,management,married,tertiary,1882,yes,no,no
48,blue-collar,married,unknown,131,yes,no,no
30,technician,single,secondary,175,no,no,no
43,technician,single,tertiary,0,no,no,no
38,management,divorced,tertiary,4425,yes,no,no
46,unemployed,married,secondary,3533,yes,no,no
59,blue-collar,divorced,secondary,3573,no,no,no
44,management,divorced,tertiary,476,yes,yes,no
35,blue-collar,married,secondary,1257,yes,no,no
55,blue-collar,married,unknown,23,no,no,no
39,management,single,tertiary,0,yes,no,no
36,services,single,secondary,398,yes,yes,no
33,blue-collar,married,secondary,745,yes,no,no
48,management,single,tertiary,8106,no,no,no
33,management,single,tertiary,0,no,no,no
67,retired,married,unknown,696,no,no,no
48,unemployed,divorced,secondary,1266,yes,no,no
57,management,married,tertiary,2416,no,no,no
31,housemaid,married,primary,25,no,no,no
30,student,single,tertiary,7513,no,no,no
56,entrepreneur,divorced,primary,29,no,no,no
26,blue-collar,married,primary,5116,yes,no,no
44,management,married,secondary,-1746,yes,no,no
44,technician,divorced,secondary,14,no,no,yes
31,management,married,tertiary,4148,yes,no,yes
47,self-employed,married,unknown,14,yes,no,no
30,admin.,single,secondary,105,yes,no,no
37,management,married,tertiary,767,no,yes,no
56,admin.,divorced,primary,0,no,yes,no
43,management,single,secondary,-228,yes,yes,no
42,services,married,secondary,508,yes,no,no
60,management,married,secondary,725,yes,no,no
34,blue-collar,married,unknown,41,yes,no,no
34,management,single,tertiary,184,no,no,no
41,management,married,tertiary,251,no,yes,no
38,management,divorced,secondary,-17,no,no,no
23,services,married,secondary,-19,yes,no,no
33,management,married,tertiary,1064,yes,no,yes
36,blue-collar,married,secondary,777,yes,no,no
49,unemployed,married,tertiary,377,no,no,no
34,admin.,divorced,secondary,479,yes,no,yes
40,technician,divorced,secondary,-375,yes,no,no
72,retired,married,primary,796,no,no,no
43,technician,married,secondary,17,yes,no,no
44,blue-collar,married,secondary,1071,yes,no,no
35,admin.,married,secondary,0,yes,no,no
46,admin.,divorced,secondary,7378,no,no,no
55,admin.,married,secondary,865,yes,no,no
50,technician,divorced,secondary,-701,yes,yes,no
23,blue-collar,single,unknown,817,yes,no,no
34,student,married,unknown,1387,no,no,no
40,blue-collar,married,secondary,0,yes,yes,no
61,retired,married,secondary,2917,no,no,yes
53,technician,married,secondary,4541,yes,no,no
57,technician,married,secondary,0,no,no,no
28,blue-collar,married,secondary,4287,no,no,no
25,admin.,married,secondary,242,yes,no,no
38,blue-collar,married,secondary,171,yes,yes,no
27,services,single,secondary,259,yes,no,no
45,blue-collar,married,secondary,827,yes,no,no
31,services,single,secondary,469,no,yes,no
39,blue-collar,married,primary,2226,yes,no,no
42,technician,married,secondary,0,no,no,no
46,management,married,tertiary,477,yes,no,no
36,services,married,secondary,42,yes,no,no
30,management,single,tertiary,775,yes,no,no
32,blue-collar,married,secondary,9,yes,no,no
52,technician,married,tertiary,2557,no,no,yes
31,management,married,tertiary,2395,no,no,no
60,management,married,primary,4895,no,no,no
35,blue-collar,single,secondary,376,yes,yes,no
38,management,married,tertiary,389,yes,no,no
46,management,divorced,tertiary,134,no,no,no
45,entrepreneur,divorced,tertiary,1273,yes,yes,no
59,services,married,secondary,0,yes,no,no
34,management,married,tertiary,2892,yes,yes,no
33,technician,divorced,secondary,0,yes,no,no
46,management,single,secondary,295,yes,no,no
48,admin.,married,secondary,292,yes,yes,no
31,services,single,secondary,85,no,no,no
32,technician,married,secondary,4,no,no,no
35,blue-collar,divorced,primary,-587,yes,no,no
36,blue-collar,single,primary,367,no,no,no
52,management,married,tertiary,-1224,yes,no,no
45,management,divorced,tertiary,959,no,no,no
34,management,married,tertiary,0,no,no,no
25,blue-collar,married,primary,-589,yes,no,no
26,management,single,tertiary,-8,no,no,no
57,management,married,unknown,0,no,no,no
48,management,married,primary,247,yes,yes,no
48,technician,married,unknown,5543,no,no,no
32,blue-collar,married,primary,642,no,yes,no
58,retired,married,secondary,11,no,no,no
57,management,married,primary,-226,yes,no,no
31,entrepreneur,married,tertiary,5191,no,no,no
33,blue-collar,single,secondary,-320,no,no,no
53,entrepreneur,married,tertiary,2289,yes,yes,no
36,admin.,married,secondary,725,yes,no,no
32,technician,single,tertiary,705,yes,no,no
45,blue-collar,married,secondary,776,yes,no,no
35,unemployed,married,tertiary,816,yes,no,no
41,services,married,secondary,171,no,no,no
54,services,married,secondary,812,no,no,no
49,services,married,secondary,823,no,no,yes
28,technician,single,secondary,1453,yes,no,no
24,blue-collar,single,unknown,431,yes,no,no
30,admin.,single,secondary,1009,yes,no,no
32,self-employed,married,primary,286,yes,no,no
53,entrepreneur,married,tertiary,22370,yes,no,no
42,blue-collar,married,primary,2111,yes,no,no
48,blue-collar,married,primary,5366,yes,no,no
33,technician,married,secondary,181,yes,yes,no
31,blue-collar,divorced,secondary,-452,yes,no,no
56,unemployed,divorced,primary,1770,no,no,no
58,retired,married,primary,0,no,no,no
37,admin.,single,secondary,-296,yes,no,no
59,management,married,primary,2358,yes,no,no
50,management,single,tertiary,1200,no,no,yes
39,housemaid,single,primary,109,yes,no,no
30,technician,married,secondary,616,yes,no,no
47,services,divorced,secondary,4906,yes,no,no
44,self-employed,married,secondary,313,no,no,no
38,blue-collar,married,primary,290,yes,no,no
50,management,married,tertiary,1240,no,no,no
27,admin.,single,tertiary,3672,yes,no,no
73,retired,married,secondary,19,no,no,no
46,blue-collar,married,primary,143,yes,no,no
56,retired,divorced,secondary,212,no,yes,no
36,management,married,tertiary,9,no,no,yes
33,blue-collar,married,primary,3074,no,no,no
40,management,married,tertiary,1734,yes,no,no
52,management,married,tertiary,575,no,no,no
51,blue-collar,married,secondary,397,yes,no,no
33,blue-collar,married,secondary,640,yes,no,no
54,services,married,secondary,158,yes,no,no
44,management,married,secondary,2984,yes,no,no
50,entrepreneur,married,secondary,1011,yes,no,no
45,blue-collar,single,secondary,0,yes,no,yes
36,management,married,tertiary,1133,yes,no,yes
42,technician,married,secondary,4945,yes,no,yes
37,technician,married,secondary,712,yes,no,no
28,services,single,secondary,-427,yes,yes,no
56,admin.,married,secondary,2146,no,yes,no
59,admin.,married,secondary,92,yes,no,no
32,unemployed,married,secondary,10,yes,no,no
57,retired,married,primary,1238,yes,no,no
49,admin.,single,secondary,981,yes,no,no
56,entrepreneur,married,unknown,575,no,no,no
48,admin.,divorced,unknown,-70,no,no,no
27,student,single,tertiary,3733,yes,no,yes
31,management,single,tertiary,574,yes,no,no
28,blue-collar,single,secondary,43,no,no,no
36,management,married,tertiary,428,no,no,no
58,housemaid,married,primary,0,yes,no,no
46,admin.,married,secondary,0,yes,yes,no
32,management,single,tertiary,474,yes,no,no
39,services,married,secondary,-540,no,no,no
35,self-employed,married,tertiary,560,yes,no,no
31,management,married,tertiary,325,yes,no,yes
29,management,single,tertiary,437,no,no,yes
48,blue-collar,married,primary,574,no,no,no
60,retired,married,primary,0,no,no,no
74,retired,married,secondary,935,no,no,no
30,services,married,secondary,699,yes,no,no
52,admin.,single,primary,0,no,no,no
24,blue-collar,married,secondary,-220,yes,no,no
29,services,married,secondary,11417,yes,no,no
33,housemaid,married,primary,212,yes,no,no
34,blue-collar,married,secondary,67,yes,yes,no
45,admin.,divorced,secondary,0,no,no,yes
31,blue-collar,married,secondary,0,no,yes,no
45,technician,married,secondary,1673,no,no,no
27,services,married,secondary,-1202,yes,no,no
30,management,single,tertiary,4213,no,no,no
45,blue-collar,married,primary,0,no,no,no
57,blue-collar,married,secondary,1521,yes,yes,no
34,management,married,tertiary,1310,no,no,no
40,admin.,married,secondary,0,yes,yes,no
39,management,married,tertiary,399,no,no,no
46,technician,married,tertiary,405,no,no,no
55,management,divorced,tertiary,9756,yes,no,yes
25,management,single,tertiary,2506,no,no,yes
34,management,married,tertiary,697,no,no,no
37,blue-collar,married,primary,403,yes,no,no
64,retired,divorced,tertiary,890,no,no,no
45,technician,divorced,secondary,809,yes,no,no
57,housemaid,married,secondary,158,yes,no,no
21,student,single,unknown,137,yes,no,no
58,housemaid,married,secondary,2705,no,no,no
41,blue-collar,single,secondary,75,yes,no,yes
41,management,married,unknown,2457,yes,no,no
58,management,married,tertiary,541,yes,no,no
33,management,married,tertiary,287,yes,no,no
32,management,married,tertiary,273,yes,yes,no
44,services,divorced,secondary,0,yes,no,no
47,unknown,married,unknown,677,no,no,no
41,self-employed,married,primary,340,no,no,no
54,technician,married,tertiary,98,no,no,no
47,technician,divorced,tertiary,477,yes,no,no
32,management,single,tertiary,2629,no,no,no
59,housemaid,married,tertiary,0,no,yes,no
29,technician,single,tertiary,2325,no,no,yes
48,services,married,secondary,-20,no,no,no
32,technician,single,secondary,230,yes,no,yes
46,management,divorced,secondary,-852,no,yes,no
31,blue-collar,single,primary,-280,no,no,no
53,blue-collar,married,secondary,25,no,no,yes
34,technician,single,tertiary,9851,yes,no,no
48,services,single,unknown,5095,yes,no,no
32,technician,married,secondary,687,no,no,no
31,management,married,secondary,1368,yes,no,no
27,blue-collar,single,primary,-179,yes,no,no
60,admin.,married,secondary,-396,yes,no,no
34,blue-collar,single,tertiary,1011,yes,no,no
52,self-employed,married,secondary,9,no,yes,no
48,blue-collar,married,secondary,1159,yes,yes,no
45,technician,married,primary,-322,no,no,no
54,technician,divorced,secondary,1114,yes,no,no
52,services,married,secondary,2072,no,no,no
47,entrepreneur,married,tertiary,459,yes,no,no
54,unknown,married,secondary,1157,no,no,no
34,blue-collar,married,secondary,8309,yes,yes,no
39,technician,single,tertiary,1043,no,no,no
46,technician,married,secondary,2098,no,no,no
26,unemployed,single,secondary,461,no,no,no
37,technician,single,secondary,61,yes,no,no
47,blue-collar,married,secondary,1203,yes,no,no
35,technician,married,secondary,1067,no,yes,no
57,unemployed,married,primary,0,no,no,no
34,management,married,tertiary,1657,yes,no,no
47,technician,married,secondary,1219,no,no,yes
27,technician,married,secondary,7,yes,no,no
40,blue-collar,married,secondary,-839,yes,yes,yes
39,technician,married,secondary,994,no,no,no
36,entrepreneur,married,tertiary,6,no,no,no
42,technician,single,secondary,0,no,no,no
23,blue-collar,single,primary,8627,yes,no,no
34,management,married,tertiary,133,yes,no,no
34,blue-collar,married,secondary,247,yes,yes,no
49,services,married,secondary,1114,no,no,no
57,blue-collar,married,primary,1592,no,yes,no
59,retired,married,unknown,0,no,no,no
57,admin.,married,tertiary,46,no,no,no
34,blue-collar,married,secondary,1221,yes,no,no
61,management,married,secondary,985,no,no,yes
35,blue-collar,divorced,secondary,0,yes,no,no
42,management,married,tertiary,520,no,no,no
57,services,married,tertiary,10,no,no,no
42,blue-collar,married,secondary,2157,yes,no,no
53,retired,married,secondary,6095,yes,yes,no
63,retired,married,tertiary,133,yes,no,no
47,self-employed,married,secondary,1121,no,no,no
54,services,married,secondary,88,yes,no,no
45,admin.,married,secondary,0,no,no,no
28,management,single,tertiary,-328,yes,no,no
58,unemployed,married,secondary,610,yes,no,no
48,management,single,tertiary,414,no,no,no
35,management,divorced,tertiary,0,yes,no,yes
37,self-employed,married,tertiary,0,no,no,no
37,blue-collar,married,secondary,685,yes,no,no
37,management,married,primary,22856,no,no,no
25,services,single,secondary,-352,no,no,no
58,blue-collar,married,secondary,602,yes,no,no
52,management,married,secondary,-588,yes,no,no
19,student,single,secondary,302,no,no,yes
59,blue-collar,married,secondary,5314,yes,no,no
41,technician,married,secondary,64,yes,yes,no
34,technician,single,tertiary,632,no,no,no
35,technician,single,secondary,5731,yes,no,no
41,technician,married,secondary,902,no,no,no
28,blue-collar,single,secondary,6307,yes,no,no
53,management,divorced,secondary,112,no,yes,no
35,services,married,secondary,0,no,yes,no
33,admin.,single,tertiary,621,no,no,no
37,technician,single,secondary,435,yes,no,no
32,technician,married,secondary,782,yes,no,no
32,blue-collar,married,secondary,478,yes,no,no
54,services,married,unknown,7864,yes,no,no
44,blue-collar,married,secondary,1910,yes,no,no
36,technician,divorced,tertiary,1174,yes,no,no
56,admin.,married,secondary,1270,yes,no,no
30,management,single,tertiary,18,no,no,no
36,blue-collar,married,secondary,141,yes,no,no
43,management,married,tertiary,2886,no,no,no
40,technician,married,secondary,2715,yes,no,no
32,technician,single,tertiary,1100,yes,yes,no
34,blue-collar,married,secondary,516,yes,yes,no
37,services,married,secondary,1,no,no,no
28,admin.,single,secondary,775,no,no,no
35,unknown,married,primary,634,no,no,no
53,blue-collar,single,secondary,5715,no,no,no
60,admin.,married,unknown,1088,yes,no,no
40,entrepreneur,married,secondary,1532,yes,yes,no
57,retired,married,primary,75,no,no,no
29,technician,single,secondary,103,no,no,no
44,blue-collar,married,primary,134,yes,no,no
41,admin.,single,secondary,748,no,no,no
47,technician,married,secondary,1990,yes,yes,no
43,technician,married,tertiary,192,no,no,no
37,technician,single,secondary,267,no,no,no
34,technician,single,tertiary,586,yes,no,no
30,blue-collar,single,secondary,648,yes,yes,no
57,entrepreneur,divorced,secondary,25,yes,no,no
26,admin.,single,secondary,96,yes,no,no
34,management,married,tertiary,1116,yes,no,no
46,technician,divorced,secondary,-90,no,yes,yes
38,entrepreneur,married,tertiary,170,yes,no,yes
37,technician,single,secondary,3665,no,no,yes
28,management,single,tertiary,2380,no,no,no
